timestamp,tag,target,volume_ul,kind,index,value,unit,vial_total
2026-06-12T12:15:34,blue,B31,100,sample,0,0.0871,g,
2026-06-12T12:15:34,blue,B31,100,sample,1,0.0870,g,
2026-06-12T12:15:34,blue,B31,100,sample,2,0.0870,g,
2026-06-12T12:15:34,blue,B31,100,sample,3,0.0870,g,
2026-06-12T12:15:34,blue,B31,100,sample,4,0.0870,g,
2026-06-12T12:15:34,blue,B31,100,final,,0.0870,g,0.0870
2026-06-12T12:15:52,blue,B32,800,sample,0,0.7907,g,
2026-06-12T12:15:52,blue,B32,800,sample,1,0.7907,g,
2026-06-12T12:15:52,blue,B32,800,sample,2,0.7907,g,
2026-06-12T12:15:52,blue,B32,800,sample,3,0.7907,g,
2026-06-12T12:15:52,blue,B32,800,sample,4,0.7908,g,
2026-06-12T12:15:52,blue,B32,800,final,,0.7907,g,0.7907
2026-06-12T12:17:14,brown,B31,800,sample,0,0.7944,g,
2026-06-12T12:17:14,brown,B31,800,sample,1,0.7944,g,
2026-06-12T12:17:14,brown,B31,800,sample,2,0.7944,g,
2026-06-12T12:17:14,brown,B31,800,sample,3,0.7944,g,
2026-06-12T12:17:14,brown,B31,800,sample,4,0.7944,g,
2026-06-12T12:17:14,brown,B31,800,final,,0.7944,g,0.8814
2026-06-12T12:17:31,brown,B32,100,sample,0,0.0301,g,
2026-06-12T12:17:31,brown,B32,100,sample,1,0.0300,g,
2026-06-12T12:17:31,brown,B32,100,sample,2,0.0300,g,
2026-06-12T12:17:31,brown,B32,100,sample,3,0.0300,g,
2026-06-12T12:17:31,brown,B32,100,sample,4,0.0300,g,
2026-06-12T12:17:31,brown,B32,100,final,,0.0300,g,0.8207
